choice,id,alt,pf,cl,loc,wk,tod,seas,chid
0,191,2,0,0,0,0,0,1,2275
1,191,3,7,1,0,0,0,0,2275
0,191,4,0,0,1,0,1,0,2275
1,191,1,7,0,0,0,0,0,2276
0,191,2,0,0,0,1,1,0,2276
0,191,3,0,5,0,1,0,1,2276
0,191,4,9,1,0,0,0,0,2276
1,191,1,7,5,1,0,0,0,2277
0,191,2,0,1,0,0,0,1,2277
0,191,3,0,5,0,0,1,0,2277
0,191,4,9,0,0,1,0,0,2277
0,191,1,0,0,0,1,0,1,2278
0,191,2,0,1,0,0,1,0,2278
0,191,3,9,0,0,1,0,0,2278
1,191,4,7,5,1,0,0,0,2278
0,191,1,0,5,0,0,0,1,2279
0,191,2,0,1,0,0,1,0,2279
1,191,3,9,5,1,0,0,0,2279
0,191,4,7,0,0,1,0,0,2279
1,191,1,9,5,0,1,0,0,2280
0,191,2,0,0,0,1,1,0,2280
0,191,3,0,5,1,0,0,1,2280
0,191,4,7,1,0,0,0,0,2280
0,191,1,9,1,0,1,0,0,2281
1,191,2,7,0,1,0,0,0,2281
0,191,3,0,5,0,1,1,0,2281
0,191,4,0,0,0,0,0,1,2281
0,191,1,0,0,0,0,1,0,2282
1,191,2,9,1,0,0,0,0,2282
0,191,3,0,5,0,0,0,1,2282
0,191,4,0,5,0,1,0,1,2282
1,191,1,9,5,0,1,0,0,2283
0,191,2,0,5,0,0,0,1,2283
0,191,3,7,1,0,0,0,0,2283
0,191,4,0,0,0,0,1,0,2283
0,191,1,7,1,0,0,0,0,2284
0,191,2,0,0,0,0,1,0,2284
1,191,3,0,5,1,0,0,1,2284
0,191,4,9,5,0,1,0,0,2284
0,191,1,0,0,0,0,1,0,2285
0,191,2,0,1,0,1,0,1,2285
1,191,3,7,5,0,0,0,0,2285
0,191,4,9,0,0,0,0,0,2285
0,192,1,7,5,1,0,0,0,2286
0,192,2,0,1,0,1,0,1,2286
1,192,3,0,0,0,0,1,0,2286
0,192,4,9,0,0,0,0,0,2286
0,192,1,0,5,0,1,1,0,2287
0,192,2,0,5,0,0,0,1,2287
0,192,3,9,1,1,0,0,0,2287
1,192,4,7,0,0,1,0,0,2287
1,192,1,0,1,0,0,0,1,2288
0,192,2,7,0,0,0,0,0,2288
0,192,3,9,0,1,0,0,0,2288
0,192,4,0,5,0,1,1,0,2288
0,192,1,9,1,1,0,0,0,2289
0,192,2,7,1,0,1,0,0,2289
1,192,3,0,0,0,1,1,0,2289
0,192,4,0,5,0,0,0,1,2289
0,192,1,0,5,0,0,1,0,2290
1,192,2,7,0,1,0,0,0,2290
0,192,3,0,1,0,1,0,1,2290
0,192,4,9,0,0,0,0,0,2290
0,192,1,0,5,1,0,0,1,2291
0,192,2,7,1,0,1,0,0,2291
1,192,3,0,0,0,0,1,0,2291
0,192,4,9,1,0,0,0,0,2291
1,192,1,7,1,0,0,0,0,2292
0,192,2,9,0,0,1,0,0,2292
0,192,3,0,5,0,0,1,0,2292
0,192,4,0,1,1,0,0,1,2292
0,192,1,9,0,0,1,0,0,2293
1,192,2,7,0,0,0,0,0,2293
0,192,3,0,1,0,1,0,1,2293
0,192,4,0,5,1,0,1,0,2293
0,192,1,0,0,1,0,0,1,2294
1,192,2,0,1,0,0,1,0,2294
0,192,3,9,1,0,0,0,0,2294
0,192,4,9,5,0,1,0,0,2294
0,192,1,9,0,0,1,0,0,2295
0,192,2,7,5,0,0,0,0,2295
0,192,3,0,1,1,0,0,1,2295
1,192,4,0,0,0,0,1,0,2295
0,192,1,0,1,0,1,0,1,2296
0,192,2,9,0,0,1,0,0,2296
1,192,3,0,0,0,0,1,0,2296
0,192,4,7,5,1,0,0,0,2296
0,192,1,0,5,0,1,0,1,2297
0,192,2,9,0,0,1,0,0,2297
0,192,3,7,1,0,0,0,0,2297
1,192,4,0,0,0,0,1,0,2297
1,193,1,7,5,0,1,0,0,2298
0,193,2,9,1,1,0,0,0,2298
0,193,3,0,0,0,0,0,1,2298
0,193,4,0,5,0,1,1,0,2298
1,193,1,7,0,0,1,0,0,2299
0,193,2,9,5,0,1,0,0,2299
0,193,3,0,1,1,0,1,0,2299
0,193,4,0,5,0,0,0,1,2299
0,193,1,9,5,0,0,0,0,2300
1,193,2,7,1,0,1,0,0,2300
0,193,3,0,0,0,1,1,0,2300
0,193,4,0,0,1,0,0,1,2300
0,193,1,0,1,0,1,0,1,2301
0,193,2,9,1,0,0,0,0,2301
1,193,3,7,0,1,0,0,0,2301
0,193,4,0,5,0,1,1,0,2301
0,193,1,0,0,1,0,1,0,2302
0,193,2,9,1,0,1,0,0,2302
0,193,3,0,0,0,0,0,1,2302
1,193,4,7,5,0,1,0,0,2302
0,193,1,0,0,0,0,0,1,2303
0,193,2,9,0,0,0,0,0,2303
0,193,3,0,1,1,0,1,0,2303
1,193,4,7,5,0,1,0,0,2303
0,193,1,0,5,0,1,0,1,2304
0,193,2,9,0,0,0,0,0,2304
0,193,3,0,1,0,0,1,0,2304
1,193,4,7,5,1,0,0,0,2304
1,193,1,9,0,0,1,0,0,2305
0,193,2,7,1,0,0,0,0,2305
0,193,3,0,1,1,0,0,1,2305
0,193,4,0,5,0,0,1,0,2305
0,193,1,0,5,0,1,0,1,2306
0,193,2,0,5,0,0,1,0,2306
1,193,3,9,0,0,1,0,0,2306
0,193,4,7,1,0,0,0,0,2306
0,193,1,0,1,0,1,0,1,2307
0,193,2,0,5,1,0,1,0,2307
0,193,3,7,0,0,0,0,0,2307
1,193,4,9,0,0,1,0,0,2307
1,193,1,9,5,0,1,0,0,2308
0,193,2,0,0,0,1,1,0,2308
0,193,3,0,5,1,0,0,1,2308
0,193,4,7,1,0,0,0,0,2308
0,193,1,0,1,0,1,1,0,2309
0,193,2,7,5,0,0,0,0,2309
1,193,3,9,5,1,0,0,0,2309
0,193,4,0,0,0,1,0,1,2309
1,194,1,0,0,1,0,0,1,2310
0,194,2,7,5,0,1,0,0,2310
0,194,3,0,1,0,0,1,0,2310
0,194,4,9,1,0,1,0,0,2310
1,194,1,7,5,0,0,0,0,2311
0,194,2,0,1,0,1,1,0,2311
0,194,3,0,0,0,1,0,1,2311
0,194,4,9,5,1,0,0,0,2311
0,194,1,9,1,0,0,0,0,2312
0,194,2,0,1,0,0,1,0,2312
0,194,3,7,5,0,1,0,0,2312
1,194,4,0,0,1,0,0,1,2312
1,194,1,7,5,0,1,0,0,2313
0,194,2,9,1,0,0,0,0,2313
0,194,3,0,0,0,1,1,0,2313
0,194,4,0,1,1,0,0,1,2313
1,194,1,7,5,0,1,0,0,2314
0,194,2,9,1,1,0,0,0,2314
0,194,3,0,0,0,0,0,1,2314
0,194,4,0,5,0,1,1,0,2314
0,194,1,7,0,0,1,0,0,2315
1,194,2,9,5,0,1,0,0,2315
0,194,3,0,1,1,0,1,0,2315
0,194,4,0,5,0,0,0,1,2315
0,194,1,9,5,0,0,0,0,2316
0,194,2,7,1,0,1,0,0,2316
0,194,3,0,0,0,1,1,0,2316
1,194,4,0,0,1,0,0,1,2316
0,194,1,0,1,0,1,0,1,2317
0,194,2,9,1,0,0,0,0,2317
1,194,3,7,0,1,0,0,0,2317
0,194,4,0,5,0,1,1,0,2317
0,194,1,0,0,1,0,1,0,2318
0,194,2,9,1,0,1,0,0,2318
0,194,3,0,0,0,0,0,1,2318
1,194,4,7,5,0,1,0,0,2318
0,194,1,0,0,0,0,0,1,2319
0,194,2,9,0,0,0,0,0,2319
0,194,3,0,1,1,0,1,0,2319
1,194,4,7,5,0,1,0,0,2319
0,194,1,0,5,0,1,0,1,2320
0,194,2,9,0,0,0,0,0,2320
0,194,3,0,1,0,0,1,0,2320
1,194,4,7,5,1,0,0,0,2320
0,194,1,9,0,0,1,0,0,2321
0,194,2,7,1,0,0,0,0,2321
1,194,3,0,1,1,0,0,1,2321
0,194,4,0,5,0,0,1,0,2321
0,195,1,0,0,1,0,1,0,2322
0,195,2,7,1,0,0,0,0,2322
0,195,3,9,5,0,1,0,0,2322
1,195,4,0,5,0,1,0,1,2322
0,195,1,9,5,0,1,0,0,2323
0,195,2,0,0,0,0,0,1,2323
0,195,3,7,1,0,0,0,0,2323
1,195,4,0,0,1,0,1,0,2323
0,195,1,7,0,0,0,0,0,2324
1,195,2,0,0,0,1,1,0,2324
0,195,3,0,5,0,1,0,1,2324
0,195,4,9,1,0,0,0,0,2324
0,195,1,7,5,1,0,0,0,2325
0,195,2,0,1,0,0,0,1,2325
1,195,3,0,5,0,0,1,0,2325
0,195,4,9,0,0,1,0,0,2325
1,195,1,0,0,0,1,0,1,2326
0,195,2,0,1,0,0,1,0,2326
0,195,3,9,0,0,1,0,0,2326
0,195,4,7,5,1,0,0,0,2326
0,195,1,0,5,0,0,0,1,2327
0,195,2,0,1,0,0,1,0,2327
0,195,3,9,5,1,0,0,0,2327
1,195,4,7,0,0,1,0,0,2327
0,195,1,9,5,0,1,0,0,2328
0,195,2,0,0,0,1,1,0,2328
1,195,3,0,5,1,0,0,1,2328
0,195,4,7,1,0,0,0,0,2328
0,195,1,9,1,0,1,0,0,2329
1,195,2,7,0,1,0,0,0,2329
0,195,3,0,5,0,1,1,0,2329
0,195,4,0,0,0,0,0,1,2329
0,195,1,0,0,0,0,1,0,2330
0,195,2,9,1,0,0,0,0,2330
0,195,3,0,5,0,0,0,1,2330
1,195,4,0,5,0,1,0,1,2330
1,195,1,9,5,0,1,0,0,2331
0,195,2,0,5,0,0,0,1,2331
0,195,3,7,1,0,0,0,0,2331
0,195,4,0,0,0,0,1,0,2331
0,195,1,7,1,0,0,0,0,2332
0,195,2,0,0,0,0,1,0,2332
1,195,3,0,5,1,0,0,1,2332
0,195,4,9,5,0,1,0,0,2332
0,195,1,0,0,0,0,1,0,2333
1,195,2,0,1,0,1,0,1,2333
0,195,3,7,5,0,0,0,0,2333
0,195,4,9,0,0,0,0,0,2333
0,196,1,9,5,0,0,0,0,2334
0,196,2,0,0,0,1,0,1,2334
0,196,3,0,1,1,0,1,0,2334
1,196,4,7,5,0,1,0,0,2334
0,196,1,0,0,0,1,0,1,2335
0,196,2,0,5,0,0,1,0,2335
0,196,3,9,5,0,0,0,0,2335
1,196,4,7,1,0,1,0,0,2335
0,196,1,0,1,0,1,1,0,2336
1,196,2,9,5,1,0,0,0,2336
0,196,3,0,5,0,1,0,1,2336
0,196,4,7,0,0,0,0,0,2336
1,196,1,9,0,0,1,0,0,2337
0,196,2,0,1,0,0,0,1,2337
0,196,3,0,1,0,1,1,0,2337
0,196,4,7,5,0,0,0,0,2337
0,196,1,0,5,0,0,0,1,2338
0,196,2,0,0,0,0,1,0,2338
1,196,3,9,1,0,1,0,0,2338
0,196,4,7,1,0,1,0,0,2338
0,196,1,7,5,0,0,0,0,2339
0,196,2,0,1,0,1,1,0,2339
1,196,3,0,0,0,1,0,1,2339
0,196,4,9,1,0,0,0,0,2339
0,196,1,9,5,0,0,0,0,2340
0,196,2,0,1,0,0,1,0,2340
1,196,3,7,5,0,1,0,0,2340
0,196,4,0,0,1,0,0,1,2340
0,196,1,9,5,0,0,0,0,2341
0,196,2,7,0,0,0,0,0,2341
1,196,3,0,0,0,1,1,0,2341
0,196,4,0,1,0,1,0,1,2341
0,196,1,0,0,0,1,0,1,2342
1,196,2,9,1,1,0,0,0,2342
0,196,3,7,5,0,0,0,0,2342
0,196,4,0,5,0,1,1,0,2342
0,196,1,7,0,0,1,0,0,2343
0,196,2,0,5,0,1,1,0,2343
1,196,3,9,1,1,0,0,0,2343
0,196,4,0,1,0,0,0,1,2343
0,196,1,0,5,1,0,1,0,2344
0,196,2,9,1,0,1,0,0,2344
0,196,3,7,0,0,0,0,0,2344
1,196,4,0,0,0,1,0,1,2344
0,196,1,0,1,0,1,1,0,2345
1,196,2,9,5,0,1,0,0,2345
0,196,3,7,0,1,0,0,0,2345
0,196,4,0,1,0,1,0,1,2345
0,197,1,9,5,0,0,0,0,2346
0,197,2,0,0,0,1,0,1,2346
0,197,3,0,1,1,0,1,0,2346
1,197,4,7,5,0,1,0,0,2346
0,197,1,0,0,0,1,0,1,2347
0,197,2,0,5,0,0,1,0,2347
0,197,3,9,5,0,0,0,0,2347
1,197,4,7,1,0,1,0,0,2347
0,197,1,0,1,0,1,1,0,2348
1,197,2,9,5,1,0,0,0,2348
0,197,3,0,5,0,1,0,1,2348
0,197,4,7,0,0,0,0,0,2348
1,197,1,9,0,0,1,0,0,2349
0,197,2,0,1,0,0,0,1,2349
0,197,3,0,1,0,1,1,0,2349
0,197,4,7,5,0,0,0,0,2349
0,197,1,0,5,0,0,0,1,2350
0,197,2,0,0,0,0,1,0,2350
1,197,3,9,1,0,1,0,0,2350
0,197,4,7,1,0,1,0,0,2350
0,197,1,7,5,0,0,0,0,2351
0,197,2,0,1,0,1,1,0,2351
1,197,3,0,0,0,1,0,1,2351
0,197,4,9,1,0,0,0,0,2351
0,197,1,9,5,0,0,0,0,2352
0,197,2,0,1,0,0,1,0,2352
0,197,3,7,5,0,1,0,0,2352
1,197,4,0,0,1,0,0,1,2352
0,197,1,0,0,0,1,0,1,2353
1,197,2,9,1,1,0,0,0,2353
0,197,3,7,5,0,0,0,0,2353
0,197,4,0,5,0,1,1,0,2353
0,197,1,7,0,0,1,0,0,2354
0,197,2,0,5,0,1,1,0,2354
1,197,3,9,1,1,0,0,0,2354
0,197,4,0,1,0,0,0,1,2354
0,197,1,0,5,1,0,1,0,2355
1,197,2,9,1,0,1,0,0,2355
0,197,3,7,0,0,0,0,0,2355
0,197,4,0,0,0,1,0,1,2355
0,197,1,0,1,0,1,1,0,2356
0,197,2,9,5,0,1,0,0,2356
1,197,3,7,0,1,0,0,0,2356
0,197,4,0,1,0,1,0,1,2356
0,198,1,9,0,0,0,0,0,2357
0,198,2,0,0,0,1,0,1,2357
1,198,3,0,1,1,0,1,0,2357
0,198,4,7,5,0,1,0,0,2357
0,198,1,0,0,0,0,1,0,2358
0,198,2,7,5,0,0,0,0,2358
1,198,3,0,0,1,0,0,1,2358
0,198,4,9,1,0,1,0,0,2358
0,198,1,0,1,0,0,1,0,2359
1,198,2,9,5,0,1,0,0,2359
0,198,3,0,5,0,1,0,1,2359
0,198,4,7,0,0,0,0,0,2359
1,198,1,9,0,1,0,0,0,2360
0,198,2,7,5,0,0,0,0,2360
0,198,3,0,1,0,1,0,1,2360
0,198,4,0,1,0,0,1,0,2360
1,198,1,0,0,1,0,1,0,2361
0,198,2,7,1,0,0,0,0,2361
0,198,3,9,5,0,1,0,0,2361
0,198,4,0,5,0,1,0,1,2361
0,198,1,9,5,0,1,0,0,2362
0,198,2,0,0,0,0,0,1,2362
0,198,3,7,1,0,0,0,0,2362
1,198,4,0,0,1,0,1,0,2362
0,198,1,7,0,0,0,0,0,2363
0,198,2,0,0,0,1,1,0,2363
1,198,3,0,5,0,1,0,1,2363
0,198,4,9,1,0,0,0,0,2363
1,198,1,7,5,1,0,0,0,2364
0,198,2,0,1,0,0,0,1,2364
0,198,3,0,5,0,0,1,0,2364
0,198,4,9,0,0,1,0,0,2364
0,198,1,0,0,0,1,0,1,2365
0,198,2,0,1,0,0,1,0,2365
0,198,3,9,0,0,1,0,0,2365
1,198,4,7,5,1,0,0,0,2365
0,198,1,0,5,0,0,0,1,2366
0,198,2,0,1,0,0,1,0,2366
1,198,3,9,5,1,0,0,0,2366
0,198,4,7,0,0,1,0,0,2366
0,198,1,9,5,0,1,0,0,2367
0,198,2,0,0,0,1,1,0,2367
1,198,3,0,5,1,0,0,1,2367
0,198,4,7,1,0,0,0,0,2367
0,198,1,9,1,0,1,0,0,2368
1,198,2,7,0,1,0,0,0,2368
0,198,3,0,5,0,1,1,0,2368
0,198,4,0,0,0,0,0,1,2368
1,199,1,0,0,1,0,0,1,2369
0,199,2,7,5,0,1,0,0,2369
0,199,3,0,1,0,0,1,0,2369
0,199,4,9,1,0,1,0,0,2369
0,199,1,7,5,0,0,0,0,2370
0,199,2,0,1,0,1,1,0,2370
0,199,3,0,0,0,1,0,1,2370
1,199,4,9,5,1,0,0,0,2370
0,199,1,9,1,0,0,0,0,2371
0,199,2,0,1,0,0,1,0,2371
0,199,3,7,5,0,1,0,0,2371
1,199,4,0,0,1,0,0,1,2371
0,199,1,7,5,0,1,0,0,2372
0,199,2,9,1,0,0,0,0,2372
0,199,3,0,0,0,1,1,0,2372
1,199,4,0,1,1,0,0,1,2372
0,199,1,7,5,0,1,0,0,2373
1,199,2,9,1,1,0,0,0,2373
0,199,3,0,0,0,0,0,1,2373
0,199,4,0,5,0,1,1,0,2373
1,199,1,7,0,0,1,0,0,2374
0,199,2,9,5,0,1,0,0,2374
0,199,3,0,1,1,0,1,0,2374
0,199,4,0,5,0,0,0,1,2374
0,199,1,9,5,0,0,0,0,2375
0,199,2,7,1,0,1,0,0,2375
0,199,3,0,0,0,1,1,0,2375
1,199,4,0,0,1,0,0,1,2375
0,199,1,0,1,0,1,0,1,2376
0,199,2,9,1,0,0,0,0,2376
1,199,3,7,0,1,0,0,0,2376
0,199,4,0,5,0,1,1,0,2376
0,199,1,0,0,1,0,1,0,2377
0,199,2,9,1,0,1,0,0,2377
1,199,3,0,0,0,0,0,1,2377
0,199,4,7,5,0,1,0,0,2377
1,199,1,0,0,0,0,0,1,2378
0,199,2,9,0,0,0,0,0,2378
0,199,3,0,1,1,0,1,0,2378
0,199,4,7,5,0,1,0,0,2378
0,199,1,0,5,0,1,0,1,2379
0,199,2,9,0,0,0,0,0,2379
0,199,3,0,1,0,0,1,0,2379
1,199,4,7,5,1,0,0,0,2379
0,199,1,9,0,0,1,0,0,2380
0,199,2,7,1,0,0,0,0,2380
1,199,3,0,1,1,0,0,1,2380
0,199,4,0,5,0,0,1,0,2380
1,200,1,7,5,1,0,0,0,2381
0,200,2,0,1,0,1,0,1,2381
0,200,3,0,0,0,0,1,0,2381
0,200,4,9,0,0,0,0,0,2381
0,200,1,0,5,0,1,1,0,2382
0,200,2,0,5,0,0,0,1,2382
1,200,3,9,1,1,0,0,0,2382
0,200,4,7,0,0,1,0,0,2382
0,200,1,0,1,0,0,0,1,2383
0,200,2,7,0,0,0,0,0,2383
1,200,3,9,0,1,0,0,0,2383
0,200,4,0,5,0,1,1,0,2383
1,200,1,9,1,1,0,0,0,2384
0,200,2,7,1,0,1,0,0,2384
0,200,3,0,0,0,1,1,0,2384
0,200,4,0,5,0,0,0,1,2384
0,200,1,0,5,0,0,1,0,2385
1,200,2,7,0,1,0,0,0,2385
0,200,3,0,1,0,1,0,1,2385
0,200,4,9,0,0,0,0,0,2385
0,200,1,0,5,1,0,0,1,2386
0,200,2,7,1,0,1,0,0,2386
1,200,3,0,0,0,0,1,0,2386
0,200,4,9,1,0,0,0,0,2386
1,200,1,7,1,0,0,0,0,2387
0,200,2,9,0,0,1,0,0,2387
0,200,3,0,5,0,0,1,0,2387
0,200,4,0,1,1,0,0,1,2387
0,200,1,9,0,0,1,0,0,2388
0,200,2,7,0,0,0,0,0,2388
0,200,3,0,1,0,1,0,1,2388
1,200,4,0,5,1,0,1,0,2388
1,200,1,0,0,1,0,0,1,2389
0,200,2,0,1,0,0,1,0,2389
0,200,3,9,1,0,0,0,0,2389
0,200,4,9,5,0,1,0,0,2389
0,200,1,9,0,0,1,0,0,2390
0,200,2,7,5,0,0,0,0,2390
1,200,3,0,1,1,0,0,1,2390
0,200,4,0,0,0,0,1,0,2390
0,200,1,0,1,0,1,0,1,2391
0,200,2,9,0,0,1,0,0,2391
0,200,3,0,0,0,0,1,0,2391
1,200,4,7,5,1,0,0,0,2391
0,200,1,0,5,0,1,0,1,2392
0,200,2,9,0,0,1,0,0,2392
1,200,3,7,1,0,0,0,0,2392
0,200,4,0,0,0,0,1,0,2392
0,201,1,7,5,1,0,0,0,2393
1,201,2,0,1,0,1,0,1,2393
0,201,3,0,0,0,0,1,0,2393
0,201,4,9,0,0,0,0,0,2393
0,201,1,0,5,0,1,1,0,2394
0,201,2,0,5,0,0,0,1,2394
0,201,3,9,1,1,0,0,0,2394
1,201,4,7,0,0,1,0,0,2394
0,201,1,0,1,0,0,0,1,2395
0,201,2,7,0,0,0,0,0,2395
1,201,3,9,0,1,0,0,0,2395
0,201,4,0,5,0,1,1,0,2395
0,201,1,9,1,1,0,0,0,2396
1,201,2,7,1,0,1,0,0,2396
0,201,3,0,0,0,1,1,0,2396
0,201,4,0,5,0,0,0,1,2396
0,201,1,0,5,0,0,1,0,2397
1,201,2,7,0,1,0,0,0,2397
0,201,3,0,1,0,1,0,1,2397
0,201,4,9,0,0,0,0,0,2397
0,201,1,0,5,1,0,0,1,2398
1,201,2,7,1,0,1,0,0,2398
0,201,3,0,0,0,0,1,0,2398
0,201,4,9,1,0,0,0,0,2398
0,201,1,7,1,0,0,0,0,2399
0,201,2,9,0,0,1,0,0,2399
0,201,3,0,5,0,0,1,0,2399
1,201,4,0,1,1,0,0,1,2399
0,201,1,9,0,0,1,0,0,2400
0,201,2,7,0,0,0,0,0,2400
1,201,3,0,1,0,1,0,1,2400
0,201,4,0,5,1,0,1,0,2400
1,201,1,0,0,1,0,0,1,2401
0,201,2,0,1,0,0,1,0,2401
0,201,3,9,1,0,0,0,0,2401
0,201,4,9,5,0,1,0,0,2401
1,201,1,9,0,0,1,0,0,2402
0,201,2,7,5,0,0,0,0,2402
0,201,3,0,1,1,0,0,1,2402
0,201,4,0,0,0,0,1,0,2402
1,201,1,0,1,0,1,0,1,2403
0,201,2,9,0,0,1,0,0,2403
0,201,3,0,0,0,0,1,0,2403
0,201,4,7,5,1,0,0,0,2403
0,201,1,0,5,0,1,0,1,2404
0,201,2,9,0,0,1,0,0,2404
1,201,3,7,1,0,0,0,0,2404
0,201,4,0,0,0,0,1,0,2404
0,202,1,7,5,0,1,0,0,2405
1,202,2,9,1,1,0,0,0,2405
0,202,3,0,0,0,0,0,1,2405
0,202,4,0,5,0,1,1,0,2405
1,202,1,7,0,0,1,0,0,2406
0,202,2,9,5,0,1,0,0,2406
0,202,3,0,1,1,0,1,0,2406
0,202,4,0,5,0,0,0,1,2406
0,202,1,9,5,0,0,0,0,2407
1,202,2,7,1,0,1,0,0,2407
0,202,3,0,0,0,1,1,0,2407
0,202,4,0,0,1,0,0,1,2407
0,202,1,0,1,0,1,0,1,2408
0,202,2,9,1,0,0,0,0,2408
1,202,3,7,0,1,0,0,0,2408
0,202,4,0,5,0,1,1,0,2408
0,202,1,0,0,1,0,1,0,2409
1,202,2,9,1,0,1,0,0,2409
0,202,3,0,0,0,0,0,1,2409
0,202,4,7,5,0,1,0,0,2409
0,202,1,0,0,0,0,0,1,2410
0,202,2,9,0,0,0,0,0,2410
0,202,3,0,1,1,0,1,0,2410
1,202,4,7,5,0,1,0,0,2410
0,202,1,0,5,0,1,0,1,2411
1,202,2,9,0,0,0,0,0,2411
0,202,3,0,1,0,0,1,0,2411
0,202,4,7,5,1,0,0,0,2411
1,202,1,9,0,0,1,0,0,2412
0,202,2,7,1,0,0,0,0,2412
0,202,3,0,1,1,0,0,1,2412
0,202,4,0,5,0,0,1,0,2412
0,202,1,0,5,0,1,0,1,2413
0,202,2,0,5,0,0,1,0,2413
1,202,3,9,0,0,1,0,0,2413
0,202,4,7,1,0,0,0,0,2413
0,202,1,0,1,0,1,0,1,2414
0,202,2,0,5,1,0,1,0,2414
0,202,3,7,0,0,0,0,0,2414
1,202,4,9,0,0,1,0,0,2414
0,202,1,9,5,0,1,0,0,2415
0,202,2,0,0,0,1,1,0,2415
0,202,3,0,5,1,0,0,1,2415
1,202,4,7,1,0,0,0,0,2415
0,202,1,0,1,0,1,1,0,2416
0,202,2,7,5,0,0,0,0,2416
1,202,3,9,5,1,0,0,0,2416
0,202,4,0,0,0,1,0,1,2416
0,203,1,0,5,0,1,1,0,2417
1,203,2,9,0,1,0,0,0,2417
0,203,3,0,1,0,1,0,1,2417
0,203,4,7,5,0,0,0,0,2417
1,203,1,0,5,1,0,0,1,2418
0,203,2,7,1,0,0,0,0,2418
0,203,3,0,0,0,0,1,0,2418
0,203,4,9,1,0,0,0,0,2418
0,203,1,0,1,0,0,1,0,2419
0,203,2,7,5,0,1,0,0,2419
0,203,3,0,0,0,0,1,0,2419
1,203,4,0,1,0,0,0,1,2419
1,203,1,9,0,0,1,0,0,2420
0,203,2,7,0,0,0,0,0,2420
0,203,3,0,1,0,1,0,1,2420
0,203,4,0,5,1,0,1,0,2420
0,203,1,7,5,1,0,0,0,2421
1,203,2,0,1,0,1,0,1,2421
0,203,3,0,0,0,0,1,0,2421
0,203,4,9,0,0,0,0,0,2421
0,203,1,0,5,0,1,1,0,2422
0,203,2,0,5,0,0,0,1,2422
0,203,3,9,1,1,0,0,0,2422
1,203,4,7,0,0,1,0,0,2422
0,203,1,0,1,0,0,0,1,2423
0,203,2,7,0,0,0,0,0,2423
1,203,3,9,0,1,0,0,0,2423
0,203,4,0,5,0,1,1,0,2423
0,203,1,9,1,1,0,0,0,2424
1,203,2,7,1,0,1,0,0,2424
0,203,3,0,0,0,1,1,0,2424
0,203,4,0,5,0,0,0,1,2424
0,203,1,0,5,0,0,1,0,2425
1,203,2,7,0,1,0,0,0,2425
0,203,3,0,1,0,1,0,1,2425
0,203,4,9,0,0,0,0,0,2425
0,203,1,0,5,1,0,0,1,2426
1,203,2,7,1,0,1,0,0,2426
0,203,3,0,0,0,0,1,0,2426
0,203,4,9,1,0,0,0,0,2426
0,203,1,7,1,0,0,0,0,2427
1,203,2,9,0,0,1,0,0,2427
0,203,3,0,5,0,0,1,0,2427
0,203,4,0,1,1,0,0,1,2427
0,203,1,9,0,0,1,0,0,2428
1,203,2,7,0,0,0,0,0,2428
0,203,3,0,1,0,1,0,1,2428
0,203,4,0,5,1,0,1,0,2428
0,204,1,9,0,0,0,0,0,2429
0,204,2,0,0,0,1,0,1,2429
0,204,3,0,1,1,0,1,0,2429
1,204,4,7,5,0,1,0,0,2429
0,204,1,0,0,0,0,1,0,2430
1,204,2,7,5,0,0,0,0,2430
0,204,3,0,0,1,0,0,1,2430
0,204,4,9,1,0,1,0,0,2430
0,204,1,0,1,0,0,1,0,2431
0,204,2,9,5,0,1,0,0,2431
0,204,3,0,5,0,1,0,1,2431
1,204,4,7,0,0,0,0,0,2431
0,204,1,9,0,1,0,0,0,2432
1,204,2,7,5,0,0,0,0,2432
0,204,3,0,1,0,1,0,1,2432
0,204,4,0,1,0,0,1,0,2432
0,204,1,0,0,1,0,1,0,2433
1,204,2,7,1,0,0,0,0,2433
0,204,3,9,5,0,1,0,0,2433
0,204,4,0,5,0,1,0,1,2433
0,204,1,9,5,0,1,0,0,2434
0,204,2,0,0,0,0,0,1,2434
1,204,3,7,1,0,0,0,0,2434
0,204,4,0,0,1,0,1,0,2434
1,204,1,7,0,0,0,0,0,2435
0,204,2,0,0,0,1,1,0,2435
0,204,3,0,5,0,1,0,1,2435
0,204,4,9,1,0,0,0,0,2435
1,204,1,7,5,1,0,0,0,2436
0,204,2,0,1,0,0,0,1,2436
0,204,3,0,5,0,0,1,0,2436
0,204,4,9,0,0,1,0,0,2436
0,204,1,0,0,0,1,0,1,2437
0,204,2,0,1,0,0,1,0,2437
0,204,3,9,0,0,1,0,0,2437
1,204,4,7,5,1,0,0,0,2437
0,204,1,0,5,0,0,0,1,2438
0,204,2,0,1,0,0,1,0,2438
0,204,3,9,5,1,0,0,0,2438
1,204,4,7,0,0,1,0,0,2438
0,204,1,9,5,0,1,0,0,2439
0,204,2,0,0,0,1,1,0,2439
0,204,3,0,5,1,0,0,1,2439
1,204,4,7,1,0,0,0,0,2439
0,204,1,9,1,0,1,0,0,2440
1,204,2,7,0,1,0,0,0,2440
0,204,3,0,5,0,1,1,0,2440
0,204,4,0,0,0,0,0,1,2440
1,205,1,7,5,0,1,0,0,2441
0,205,2,9,1,1,0,0,0,2441
